Sample,Lab ID,Class,Individual,Bundle No.,Period,Event ID,Priority,Selected,Bear No.,,#G,#U,Left,U/L,Comments,,Loci,CXX20,G1D,G10M,MSUT2,MU50,G10X,G10P,REN144 A06,G1A,G10C,D1A,G10J,G10L,CPH9,CXX110,D123,MU26,G10U,MU59,REN145 P07,G10B,MU23,G10H,Sex
195-11-02,394,sample,12-106-02,195,4,11-02,1,1,,,10,,A,L,1st envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
199-2-01,401,sample,12-106-02,199,4,2-01,1,1,,,10,,A,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
189-27-09,384,sample,12-106-02,189,4,27-09,2,1,,,7,20,C,L,, ,13,135.139,184.184,206.212,181.201,120.130,153.153,,119.121,,,165.175,,,,,,,173.177,237.239,163.167,,,239.239,204.250
27-4-10,997,sample,12-106-02,247,4,27-10,4,2,,,10,,A,L,1st envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
192-4-01,1057,sample,12-106-02,192,4,4-01,2,2,,,10,,B,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
192-4-02,390,sample,12-106-02,192,4,4-02,1,1,,,10,,A,L,1st envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
191-5-01,389,sample,12-106-02,191,4,5-01,2,1,,,10,,A,,2nd envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
191-5-02,388,sample,12-106-02,191,4,5-02,1,1,,,6,10,C,U,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
62-4-4,975,sample,12-106-02,225,4,62-04,4,1,,,10,,A,U,1st envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
62-4-9,811,sample,12-106-02,51,4,62-09,4,1,,,2,20,C,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
73-62-10,158,sample,12-106-02,73,4,62-10,3,1,,,5,,C,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
75-4-3,993,sample,12-106-02,243,4,75-03,4,2,,,6,,C,L,1st envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
186-75-04,1055,sample,12-106-02,186,4,75-04,2,2,,,10,,A,U,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
75-4-6,806,sample,12-106-02,46,4,75-06,4,1,,,5,,C,L,1st envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
75-4-7,807,sample,12-106-02,47,4,75-07,4,1,,,10,,A,L,, ,20,135.139,184.184,206.212,181.201,120.130,153.153,,119.121,196.200,213.213,165.175,187.187,137.153,143.149,149.149,141.147,,173.177,237.239,163.167,,,239.239,204.250
186-75-09,378,sample,12-106-02,186,4,75-09,1,1,,,5,,C,U,2nd envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
75-4-10,956,sample,12-106-02,205,4,75-10,4,1,,,10,,A,U,1st envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
75-4-12,931,sample,12-106-02,179,4,75-12,4,1,,,,20,C,U,1st envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
187-86-04,379,sample,12-106-02,187,4,86-04,1,1,,,10,,B,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
178-87-03,363,sample,12-106-02,178,4,87-03,1,1,,,10,,A,L,underfur left, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
178-87-04,364,sample,12-106-02,178,4,87-04,3,1,,,6,,B,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
274-10-02,542,sample,12-106-02,274,5,10-02,2,1,,,10,,A,U,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
10-5-3,848,sample,12-106-02,90,5,10-03,4,1,,,9,,C,L,some underfur left, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
274-10-05,541,sample,12-106-02,274,5,10-05,1,1,,,10,,A,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
271-1-02,534,sample,12-106-02,271,5,1-02,1,1,,,10,,A,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
210-106-02,422,sample,12-106-02,210,5,106-02,3,1,,,6,,C,U,1st envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
106-5-8,766,sample,12-106-02,3,5,106-08,4,1,,,10,,A,U,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
253-11-03,503,sample,12-106-02,253,5,11-03,3,1,,,10,,A,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
253-11-05,502,sample,12-106-02,253,5,11-05,1,1,,,5,20,C,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
16-5-2,935,sample,12-106-02,183,5,16-02,4,1,,,10,,B,U,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
255-16-04,505,sample,12-106-02,255,5,16-04,2,2,,,10,,A,U,1st envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
255-16-05,1068,sample,12-106-02,255,5,16-05,3,2,,,5,10,C,U,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
272-2-01,537,sample,12-106-02,272,5,2-01,2,1,,,10,,B,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
272-2-02,536,sample,12-106-02,272,5,2-02,1,1,,,7,,C,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
248-36-01,495,sample,12-106-02,248,5,36-01,2,1,,,9,,C,U,1st envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
4-5-1,980,sample,12-106-02,230,5,4-01,4,1,,,10,,A,U,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
252-4-02,499,sample,12-106-02,252,5,4-02,1,1,,,10,,A,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
252-4-03,501,sample,12-106-02,252,5,4-03,3,1,,,5,,C,U,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
252-4-04,500,sample,12-106-02,252,5,4-04,2,1,,,10,,A,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
251-5-02,1067,sample,12-106-02,251,5,5-02,3,2,,,10,,B,U,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
251-5-03,498,sample,12-106-02,251,5,5-03,1,1,,,10,,C,U,1st envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
45-5-04,117,sample,12-106-02,45,5,5-04,2,1,,,10,,A,U,1st envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
268-62-05,529,sample,12-106-02,268,5,62-05,3,1,,,10,,A,U,1st envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
122-62-06,257,sample,12-106-02,122,5,62-06,3,1,,,10,,A,U,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
267-75-01,527,sample,12-106-02,267,5,75-01,3,1,,,10,,A,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
267-75-03,526,sample,12-106-02,267,5,75-03,1,1,,,10,,A,U,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
267-75-04,1071,sample,12-106-02,267,5,75-04,2,2,,,10,,A,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
298-83-01,583,sample,12-106-02,298,5,83-01,2,1,,,10,,A,U,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
266-86-02,525,sample,12-106-02,266,5,86-02,2,1,,,,20,C,U,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
299-96-01,584,sample,12-106-02,299,5,96-01,1,1,,,6,,C,U,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
299-96-02,585,sample,12-106-02,299,5,96-02,2,1,,,10,,A,U,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
283-98-02,558,sample,12-106-02,283,5,98-02,2,1,,,10,,A,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
320-98-04,620,sample,12-106-02,320,5,98-04,3,1,,,10,,A,L,2nd envelopes, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
342-11-01,664,sample,12-106-02,342,6,11-01,3,1,,,2,20,C,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,75-,,,,,,,,,,,,204.250
342-11-03,663,sample,12-106-02,342,6,11-03,2,1,,,10,,A,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
343-17-02,665,sample,12-106-02,343,6,17-02,1,1,,,6,,C,L,, ,11,135.139,184.184,206.212,181.201,120.130,153.153,,,,213.213,165.175,,,,,,,,,163.167,,,239.239,204.250
360-21-04,696,sample,12-106-02,360,6,21-04,1,1,,,8,,C,,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
381-22-05,734,sample,12-106-02,381,6,22-05,2,1,,,10,,A,U,1st envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
347-22-06,670,sample,12-106-02,347,6,22-06,2,1,,,5,,C,U,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
334-27-01,644,sample,12-106-02,334,6,27-01,1,1,,,10,,B,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
341-4-01,661,sample,12-106-02,341,6,4-01,3,1,,,10,,A,U,2nd envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
341-4-02,660,sample,12-106-02,341,6,4-02,1,1,,,6,,C,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
340-5-01,657,sample,12-106-02,340,6,5-01,1,1,,,5,,C,U,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
340-5-02,658,sample,12-106-02,340,6,5-02,2,1,,,10,,A,U,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
318-59-03,615,sample,12-106-02,318,6,59-03,2,1,,,7,,C,U,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
332-62-01,640,sample,12-106-02,332,6,62-01,2,1,,,6,,C,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
332-62-02,639,sample,12-106-02,332,6,62-02,1,1,,,10,,A,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
332-62-03,641,sample,12-106-02,332,6,62-03,3,1,,,10,,C,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
338-75-01,1117,sample,12-106-02,338,6,75-01,2,3,,,5,,C,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
56-75-02,129,sample,12-106-02,56,6,75-02,3,1,,,10,,A,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
338-75-05,653,sample,12-106-02,338,6,75-05,1,1,,,9,,C,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
337-86-02,651,sample,12-106-02,337,6,86-02,1,1,,,10,,A,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
337-86-04,652,sample,12-106-02,337,6,86-04,3,1,,,5,,C,U,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
364-96-02,703,sample,12-106-02,364,6,96-02,2,1,,,10,,A,U,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
373-99-01,719,sample,12-106-02,373,6,99-01,1,1,,,5,,C,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
121-22-04,255,sample,121-22-04,121,3,22-04,2,1,,,,30,A,L,, ,24,123.139,180.184,206.216,195.205,132.136,129.141,153.161,129.133,194.198,211.219,175.175,187.191,137.149,143.145,155.159,141.145,183.185,175.177,237.247,157.157,156.160,201.203,237.241,250.250
32-4-1,841,sample,121-22-04,82,4,32-01,4,1,,,10,,A,L,1st envelope, ,7,123.139,180.184,206.216,195.205,132.136,129.141,,,,,,,,,,,,,,,,,,250.250
45-4-7,920,sample,121-22-04,167,4,45-07,4,1,,,10,,A,L,1st envelope, ,7,123.139,180.184,206.216,195.205,132.136,129.141,,,,,,,,,,,,,,,,,,250.250
22-6-1,815,sample,121-22-04,55,6,22-01,4,1,,,5,,C,U,, ,7,123.139,180.184,206.216,195.205,132.136,129.141,,,,,,,,,,,,,,,,,,250.250
346-23-02,668,sample,121-22-04,346,6,23-02,1,1,,,5,,C,L,, ,7,123.139,180.184,206.216,195.205,132.136,129.141,,,,,,,,,,,,,,,,,,250.250
23-6-3,945,sample,121-22-04,194,6,23-03,4,1,,,2,30,C,L,, ,7,123.139,180.184,206.216,195.205,132.136,129.141,,,,,,,,,,,,,,,,,,250.250
131-103-04,274,sample,131-103-04,131,3,103-04,1,1,,,10,,B,L,, ,24,123.143,186.186,214.216,195.195,126.134,155.155,157.159,119.129,194.196,213.217,163.165,187.187,135.151,143.149,151.159,141.143,183.185,177.179,243.247,157.167,160.162,187.197,239.271,204.250
280-103-05,554,sample,131-103-04,280,5,103-05,3,1,,,,30,C,L,, ,7,123.143,186.186,214.216,195.195,126.134,155.155,,,,,,,,,,,,,,,,,,204.250
103-5-6,913,sample,131-103-04,160,5,103-06,4,1,,,,30,B,U,, ,7,123.143,186.186,214.216,195.195,126.134,155.155,,,,,,,,,,,,,,,,,,204.250
278-114-03,1073,sample,131-103-04,278,5,114-03,3,2,,,5,10,C,L,1st envelope, ,7,123.143,186.186,214.216,195.195,126.134,155.155,,,,,,,,,,,,,,,,,,204.250
278-114-04,549,sample,131-103-04,278,5,114-04,2,1,,,,30,A,L,1st envelope, ,7,123.143,186.186,214.216,195.195,126.134,155.155,,,,,,,,,,,,,,,,,,204.250
291-92-01,569,sample,131-103-04,291,5,92-01,1,1,,,,30,A,L,, ,7,123.143,186.186,214.216,195.195,126.134,155.155,,,,,,,,,,,,,,,,,,204.250
27-1-1,863,sample,13-27-05,107,1,27-01,4,1,,,9,,C,L,1st envelope, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
13-27-02,79,sample,13-27-05,13,1,27-02,2,1,,,,20,C,U,1st envelope, ,12,135.143,176.182,216.218,195.201,114.136,129.149,153.155,,,,,187.187,149.153,,,,,,241.241,,,,239.241,250.250
13-27-03,80,sample,13-27-05,13,1,27-03,3,1,,,5,,C,L,1st envelope, ,12,135.143,176.182,216.218,195.201,114.136,129.149,153.155,,,,,187.187,149.153,,,,,,241.241,,,,239.241,250.250
13-27-05,13,sample,13-27-05,13,1,27-05,1,1,,,,30,C,U,, ,24,135.143,176.182,216.218,195.201,114.136,129.149,153.155,117.117,194.198,205.215,159.163,187.187,149.153,143.145,155.159,145.155,185.191,177.179,241.241,159.159,156.158,199.207,239.241,250.250
10-2-5,844,sample,13-27-05,86,2,5-Oct,4,1,,,,30,C,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
10-2-9,857,sample,13-27-05,101,2,9-Oct,4,1,,,,30,C,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
10-2-10,995,sample,13-27-05,245,2,10-Oct,4,2,,,10,,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
10-2-12,938,sample,13-27-05,186,2,12-Oct,4,1,,,,30,A,U,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
10-2-13,884,sample,13-27-05,129,2,13-Oct,4,1,,,,30,A,U,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
11-2-1,866,sample,13-27-05,110,2,1-Nov,4,1,,,10,,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
11-2-5,772,sample,13-27-05,10,2,5-Nov,4,1,,,,30,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
10-2-7,955,sample,13-27-05,204,2,7-Dec,4,1,,,10,,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
65-10-01,143,sample,13-27-05,65,2,10-01,2,1,,,10,,A,U,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
324-10-02,1080,sample,13-27-05,324,2,10-02,3,2,,,10,,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
227-10-11,454,sample,13-27-05,227,2,10-11,3,1,,,,30,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
65-10-14,65,sample,13-27-05,65,2,10-14,1,1,,,10,,A,L,, ,11,135.143,176.182,216.218,195.201,114.136,129.149,153.155,,,,,187.187,149.153,,,,,,,,,,239.241,250.250
59-11-02,134,sample,13-27-05,59,2,11-02,3,1,,,10,,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
59-11-04,133,sample,13-27-05,59,2,11-04,2,1,,,,30,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
15-2-1,937,sample,13-27-05,185,2,15-01,4,1,,,,30,C,L,coarse underfur, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
15-2-2,874,sample,13-27-05,119,2,15-02,4,1,,,,30,C,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
15-2-4,813,sample,13-27-05,53,2,15-04,4,1,,,,30,C,U,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
122-15-09,256,sample,13-27-05,122,2,15-09,2,1,,,10,,A,L,1st envelope, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
43-15-10,115,sample,13-27-05,43,2,15-10,3,1,,,,30,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
43-15-11,43,sample,13-27-05,43,2,15-11,1,1,,,,30,A,L,coarse underfur, ,12,135.143,176.182,216.218,195.201,114.136,129.149,153.155,,,,,187.187,149.153,,,,,,241.241,,,,239.241,250.250
385-16-01,741,sample,13-27-05,385,2,16-01,2,1,,,10,,A,U,1st envelope, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
60-16-02,60,sample,13-27-05,60,2,16-02,1,1,,,5,20,B,L,, ,12,135.143,176.182,216.218,195.201,114.136,129.149,153.155,,,,,187.187,149.153,,,,,,241.241,,,,239.241,250.250
37-16-05,109,sample,13-27-05,37,2,16-05,3,1,,,10,,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
60-16-06,136,sample,13-27-05,60,2,16-06,3,1,,,10,,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
60-16-09,135,sample,13-27-05,60,2,16-09,2,1,,,10,,A,U,1st envelope, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
16-2-12,960,sample,13-27-05,209,2,16-12,4,1,,,10,,A,U,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
124-10-01,262,sample,13-27-05,124,3,10-01,2,1,,,,20,C,L,"coarse underfur, 1st envelope", ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
10-3-2,1008,sample,13-27-05,258,3,10-02,4,2,,,,30,A,U,1st envelope, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
124-10-03,263,sample,13-27-05,124,3,10-03,3,1,,,,20,C,U,coarse underfur, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
124-10-05,261,sample,13-27-05,124,3,10-05,1,1,,,,30,B,L,1st envelope, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
11-3-1,787,sample,13-27-05,26,3,11-01,4,1,,,,30,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
11-3-2,876,sample,13-27-05,121,3,11-02,4,1,,,7,,C,L,1st envelope, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
129-11-03,270,sample,13-27-05,129,3,11-03,2,1,,,5,,C,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
11-3-4,842,sample,13-27-05,83,3,11-04,4,1,,,,20,C,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
11-3-5,845,sample,13-27-05,87,3,11-05,4,1,,,7,,C,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
130-15-01,273,sample,13-27-05,130,3,15-01,3,1,,,10,,A,L,1st envelope, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
101-15-02,218,sample,13-27-05,101,3,15-02,1,1,,,,20,C,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
16-3-1,871,sample,13-27-05,116,3,16-01,4,1,,,10,,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
128-16-02,269,sample,13-27-05,128,3,16-02,1,1,,,,30,A,U,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
16-3-6,880,sample,13-27-05,125,3,16-06,4,1,,,,30,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
127-17-01,1048,sample,13-27-05,127,3,17-01,2,2,,,,30,A,L,1st envelope, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
120-18-01,251,sample,13-27-05,120,3,18-01,1,1,,,,30,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
120-18-02,252,sample,13-27-05,120,3,18-02,2,1,,,10,,A,L,small hairs, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
18-3-4,1010,sample,13-27-05,260,3,18-04,4,2,,,,30,C,U,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
120-18-05,253,sample,13-27-05,120,3,18-05,3,1,,,5,,C,U,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
398-18-06,762,sample,13-27-05,398,3,18-06,3,1,,,,,,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
191-27-02,1056,sample,13-27-05,191,3,27-02,3,2,,,,30,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
119-27-04,249,sample,13-27-05,119,3,27-04,1,1,,,,30,A,L,"coarse underfur, 1st envelope", ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
28-3-1,930,sample,13-27-05,178,3,28-01,4,1,,,,30,A,L,1st envelope, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
28-3-2,872,sample,13-27-05,117,3,28-02,4,1,,,,30,A,L,"coarse underfur, 1st envelope", ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
118-28-03,247,sample,13-27-05,118,3,28-03,2,1,,,,30,C,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
118-28-04,248,sample,13-27-05,118,3,28-04,3,1,,,10,,B,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
118-28-06,246,sample,13-27-05,118,3,28-06,1,1,,,,30,C,,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
156-4-03,322,sample,13-27-05,156,3,4-03,3,1,,,10,,A,U,, ,9,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,143.145,,145.155,,,,,,,,250.250
394-10-01,755,sample,13-27-05,394,4,10-01,3,1,,,10,,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
200-10-03,1060,sample,13-27-05,200,4,10-03,3,2,,,10,,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
200-10-05,403,sample,13-27-05,200,4,10-05,1,1,,,,30,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
15-4-2,796,sample,13-27-05,35,4,15-02,4,1,,,10,,A,U,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
194-16-01,393,sample,13-27-05,194,4,16-01,3,1,,,,30,A,L,coarse underfur, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
